caseID,First Name,Last Name,E-Mail,Telephone,Address 1,City,Post Code,Country,Region / State,Privacy Policy,Expected Message,Should Success,url_product,url_checkout,loc_btn_addcart_id,loc_btn_addcart_xpath,loc_radio_guest_css,loc_input_firstname_id,loc_input_lastname_id,loc_input_email_id,loc_input_telephone_id,loc_input_address1_id,loc_input_city_id,loc_input_postcode_id,loc_select_country_id,loc_select_zone_id,loc_chk_policy_name,loc_btn_continue_id,loc_btn_confirm_id,loc_msg_success_xpath,loc_msg_error_text_css,loc_msg_error_alert_css
TC-CO-001,Harry,Potter,harry.valid@example.com,0912233445,4 Privet Drive,London,NW1 6XE,United Kingdom,Greater London,True,Your order has been placed!,True,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-002,,Potter,harry.nofirst@example.com,0912233445,4 Privet Drive,London,NW1 6XE,United Kingdom,Greater London,True,First Name must be between 1 and 32 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-003,Harry,,harry.nolast@example.com,0912233445,4 Privet Drive,London,NW1 6XE,United Kingdom,Greater London,True,Last Name must be between 1 and 32 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-004,Harry,Potter,harry.noaddress@example.com,0912233445,,London,NW1 6XE,United Kingdom,Greater London,True,Address 1 must be between 3 and 128 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-005,Harry,Potter,harry.nocity@example.com,0912233445,4 Privet Drive,,NW1 6XE,United Kingdom,Greater London,True,City must be between 2 and 128 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-006,Harry,Potter,harry.nopost@example.com,0912233445,4 Privet Drive,London,,United Kingdom,Greater London,True,Postcode must be between 2 and 10 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-007,Harry,Potter,harry.nophone@example.com,,4 Privet Drive,London,NW1 6XE,United Kingdom,Greater London,True,Telephone must be between 3 and 32 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-008,HarryNameIsLongerThanThirtyTwoCharsX,Potter,harry.longfname@example.com,0912233445,4 Privet Drive,London,NW1 6XE,United Kingdom,Greater London,True,First Name must be between 1 and 32 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-009,Harry,PotterNameIsLongerThanThirtyTwoCharsX,harry.longlname@example.com,0912233445,4 Privet Drive,London,NW1 6XE,United Kingdom,Greater London,True,Last Name must be between 1 and 32 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-010,Harry,Potter,harryinvalidemail,0912233445,4 Privet Drive,London,NW1 6XE,United Kingdom,Greater London,True,E-Mail address does not appear to be valid!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
